fips,StateName,StatePolicy,Mandate,StateWide,PublicMaskLevel,DateEnacted,DateExpiry,DateEased,DateEnded,DateReexpanded1,DateReeased1,PolicyCodingNotes,PolicySource,LastUpdated,LastUpdatedNotes
15,Hawaii,StayAtHome,1,1,,20200325,20200701,,20200610,,,Issued 20200323. in effect on 20200325 at 12:01 am. Date of expiry is 20200430 at 11:59 pm. Mandate ended on 20200610: https://governor.hawaii.gov/wp-content/uploads/2020/06/2006097A-ATG_Ninth-Supplementary-Proclamation-COVID-19-distribution-signed.pdf,https://hawaiicovid19.com/wp-content/uploads/2020/03/2003162-ATG_Third-Supplementary-Proclamation-for-COVID-19-signed-12.pdf,20200918,"Removed DateEased, added to DateEnded"
15,Hawaii,TravelRestrictIntra,1,1,,20200401,20200701,,20200616,,,Mandates 14 day quarantine on intra-island travel. Extended to 20200601 https://governor.hawaii.gov/wp-content/uploads/2020/05/2005024-ATG_Seventh-Supplementary-Proclamation-for-COVID-19-distribution-signed-1.pdf  Ended starting 20200616: https://governor.hawaii.gov/newsroom/latest-news/office-of-the-governor-news-release-governor-ige-lifting-quarantine-requirement-for-inter-island-travel-on-june-16/.,https://health.hawaii.gov/news/corona-virus/hawaii-covid-19-daily-news-digest-march-29-2020-2/,20200826,Removed DateReexpanded1 and Updated DateExpiry to 20201001
15,Hawaii,PublicMask,1,1,1,20200417,20200801,,20200717,,,"Requires customers to wear a face covering while waiting to enter and while at an essential business or operation (e.g., grocery stores, pharmacies). Coded as a Mandate1 for PublicMaskLevel as it is applicable to very limited settings.  Completely omitted in the 10th COVID-19 supplementary declaration, effectively ending this order on 20200717: https://governor.hawaii.gov/wp-content/uploads/2020/07/2007090-ATG_Tenth-Supplementary-Proclamation-for-COVID-19-distribution-signed.pdf",https://governor.hawaii.gov/wp-content/uploads/2020/04/2004088-ATG_Fifth-Supplementary-Proclamation-for-COVID-19-distribution-signed.pdf,20200724,Added DateEnded of 20200717
15,Hawaii,PublicMask,0,1,0,20200417,20200801,,20200717,,,"Advises everyone to wear a mask or face covering when in public. Recommendation extended to 20200601 https://governor.hawaii.gov/wp-content/uploads/2020/05/2005024-ATG_Seventh-Supplementary-Proclamation-for-COVID-19-distribution-signed-1.pdf  Completely omitted in the 10th COVID-19 supplementary declaration, effectively ending this recommendation on 20200717: https://governor.hawaii.gov/wp-content/uploads/2020/07/2007090-ATG_Tenth-Supplementary-Proclamation-for-COVID-19-distribution-signed.pdf",https://governor.hawaii.gov/wp-content/uploads/2020/04/2004088-ATG_Fifth-Supplementary-Proclamation-for-COVID-19-distribution-signed.pdf,20200613,Updated Expiry
16,Idaho,EmergDec,1,1,,20200313,20201104,,,,,"Public Health Emergency declared. Extended to 20200611: https://coronavirus.idaho.gov/wp-content/uploads/2020/05/proclamation_emergency-declaration-extension_051220.pdf On 20200611 new state of emergency (not extreme) declared, expires on 20200711 https://coronavirus.idaho.gov/wp-content/uploads/2020/06/proclamation_emergency_061120.pdf .  Extended to 20200725: https://gov.idaho.gov/pressrelease/gov-little-pushes-for-in-person-instruction-in-idaho-schools-this-fall/ Extended to 20200906 https://coronavirus.idaho.gov/wp-content/uploads/2020/08/proclamation_emergency-declaration-extension_080720.pdf Extended to 20201004 https://coronavirus.idaho.gov/wp-content/uploads/2020/09/proclamation_emergency-declaration_090420.pdf. Extended to 20201104 https://coronavirus.idaho.gov/wp-content/uploads/2020/10/proclamation_emergency-declaration_100520.pdf",https://gov.idaho.gov/wp-content/uploads/sites/74/2020/03/covid-19-declaration.pdf,20201005,Updated DateExpiry to 20201104 and PolicyCodingNotes
16,Idaho,SchoolClose,1,1,,20200323,,,20200709,,,"On 20200323, all public schools are directed to have a (quote) soft closure (quote)(changed 20200331).  The soft closure is because school districts are mantaining food services for needy students for pickup and enacting distance learning.  The EO does not have an enact date so is assumed to go into effect immediately. Soft closure extended to end of academic year by Department of Education .  Board of DOE approves framework that provides local districts with critera to make localized decisions about reopened on 20200709: https://boardofed.idaho.gov/resources/board-approves-school-reopening-framework/",https://boardofed.idaho.gov/resources/covid-19-school-operations-guidance/,20200819,Added DateEnded
16,Idaho,BarRestrict,1,1,,20200325,,20200530,20200611,,,"Closes bars statewide. Eased as part of Stage 3 on 20200530 https://coronavirus.idaho.gov/wp-content/uploads/2020/05/stay-healthy-order-stage3.pdf, and ended as part of Stage 4 on 20200611: https://rebound.idaho.gov/stage-4-stay-healthy-guidelines/",https://coronavirus.idaho.gov/wp-content/uploads/sites/127/2020/03/statewide-stay-home-order_032520.pdf,20200703,
16,Idaho,GathRestrict,1,1,,20200325,,,20200501,,,"In effect at 130 pm on 20200325, until 1159 pm 20200415 (coded to 20200416). (quote) Limit all non-essential gatherings of any number of individuals outside the household (quote). Includes faith-based activity, with the exception of funerals as long as they comply with social distancing requirements. On 20200501, mandate became a recommendation, ending the formal gathering restriction: https://coronavirus.idaho.gov/wp-content/uploads/2020/04/stay-healthy-order-stage1.pdf",https://www.co.madison.id.us/attachments/article/103/statewide-stay-home-order_032520.pdf,20200808,
16,Idaho,NEBusinessClose,1,1,,20200325,20200501,20200501,20200611,,,Non-essential businesses close under NEBusiness issuance. Easing of restrictions began on 20200501 https://coronavirus.idaho.gov/wp-content/uploads/2020/04/stay-healthy-order-stage1.pdf  Ended business restrictions with Stage 4 on 20200611: https://rebound.idaho.gov/stage-4-stay-healthy-guidelines/,https://coronavirus.idaho.gov/wp-content/uploads/sites/127/2020/03/statewide-stay-home-order_032520.pdf,20200703,Added DateEnded 20200611
16,Idaho,OtherBusinessClose,1,1,,20200325,,20200516,20200611,,,"Other businessess are to remain closed as of 20200501: nightclubs, indoor gyms and recreation facilities. Close-contact services (hair salons, nail salons, massage parlors), large venues like movie theaters, concert venues, and sporting venues are also to remain closed. Easing of most businesses started on 20200516, but nightclubs, and large venues remain closed: https://coronavirus.idaho.gov/wp-content/uploads/2020/05/stay-healthy-order-stage2.pdf",https://coronavirus.idaho.gov/wp-content/uploads/sites/127/2020/03/statewide-stay-home-order_032520.pdf,20200703,Removed bars from this entry
16,Idaho,RestaurantRestrict,1,1,,20200325,,20200516,20200611,,,"Limited operations (drive-thru, carry-out,delivery still permitted) as of non-essential business closure. Continues to have restrictions under Stay Healthy Order https://coronavirus.idaho.gov/wp-content/uploads/2020/04/stay-healthy-order-stage1.pdf",https://coronavirus.idaho.gov/wp-content/uploads/sites/127/2020/03/statewide-stay-home-order_032520.pdf,20200613,Added DateEased of 20200516
16,Idaho,StayAtHome,1,1,,20200325,20200501,,20200501,,,"In effect at 130 pm on 20200325. Expiry is currently 1159 pm on 20200415, extended to 20200430 on 20200415. Ended on 20200501 https://coronavirus.idaho.gov/wp-content/uploads/2020/04/stay-healthy-order-stage1.pdf",https://coronavirus.idaho.gov/wp-content/uploads/sites/127/2020/03/proclamation_extreme-emergency-declaration_032520.pdf,20200501,Adds DateEnded of 20200501
16,Idaho,PublicMask,0,1,0,20200406,20201015,,,,,Department of Public Health recommendation on the use of cloth face coverings. Extended to 20201015: https://gov.idaho.gov/pressrelease/26181/,https://coronavirus.idaho.gov/wp-content/uploads/2020/04/Alternative-Face-Covering-Guidelines_FINAL.pdf,20201010,Added DateExpiry of 20201015
16,Idaho,Quarantine,1,1,,20200415,,,20200516,,,"The amendment the stay-at-home order to include this travel restriction (Section 7) was included on 20200415. (Quote) Persons entering the state of Idaho are required to self-quarantine for 14 days. (Quote). Quarantine continued on 20200501 without expiry https://coronavirus.idaho.gov/wp-content/uploads/2020/04/stay-healthy-order-stage1.pdf. Ended the mandate, went to a recommendation on 20200516: https://coronavirus.idaho.gov/wp-content/uploads/2020/05/stay-healthy-order-stage2.pdf",https://coronavirus.idaho.gov/statewide-stay-home-order/,20201010,"Removed DateEased, added DateEnded of 20200516"
16,Idaho,Quarantine,0,1,,20200516,,,,,,(quote) individuals arriving in Idaho from another country or from an area outside of Idaho with substantial community spread are strongly encouraged to self-quarantine (quote),https://coronavirus.idaho.gov/wp-content/uploads/2020/05/stay-healthy-order-stage2.pdf,20201010,
17,Illinois,EmergDec,1,1,,20200309,20201018,,,,,State of emergency declaration. Extended to 20200727 https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-44.aspx. Extended to 20200823 https://www2.illinois.gov/sites/gov/Documents/CoronavirusDisasterProc-7-24-2020.pdf. Extended to 20200920 https://www2.illinois.gov/sites/gov/Documents/CoronavirusDisasterProc-8-21-2020.pdf. Extended to 20201018 https://www2.illinois.gov/sites/gov/Documents/CoronavirusDisasterProc-9-18-2020.pdf,https://www2.illinois.gov/Pages/news-item.aspx?ReleaseID=21220,20201004,Updated DateExpiry to 20201018 and updated PolicyCodingNotes
17,Illinois,GathRestrict,1,1,,20200313,,,,,,Prohibits public and private gatherings over 1000.,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-04.aspx,20200803,Updated entry to new gathering system and added numeric variables
17,Illinois,SchoolClose,1,1,,20200317,,20200604,20200626,,,All public and private schools closed for educational purposes. Eases closure to limited in-person instruction starting on 20200604 https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-40.aspx. Allows schools to reopen on 20200626 subject to social distancing and only allowing fifty people per space.,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-05.aspx,20200824,Added DateEnded
17,Illinois,BarRestrict,1,1,,20200316,20201018,20200529,,,,"Limited operations required (delivery, carry-out, drive-through only): bars. Easing began on 20200529, permitting outdoor on-premises food and beverage consumption with DCEO guidance and when permitted by local ordinances and guidelines: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-38.aspx Extended by EO 48 on 20200724 https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx  Extended to 20201018 on 20200918: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx.  On 20201003 restrictions are expanded for Region 1 and extended for rest of the state https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-56.aspx",https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,20201006,Updated PolicyCodingNotes 
17,Illinois,RestaurantRestrict,1,1,,20200316,20201018,20200529,,,,"Limited operations required (delivery, carry-out, drive-through only): restaurants. Easing began on 20200529, permitting outdoor on-premises food and beverage consumption with DCEO guidance and when permitted by local ordinances and guidelines: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-38.aspx Extended eased restrictions on 20200724 https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx Extended to 20201018 on 20200918: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx  On 20201003 restrictions are expanded for Region 1 and extended for rest of the state https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-56.aspx",https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,20201006,Updated PolicyCodingNotes
17,Illinois,GathRestrict,1,1,,20200318,,,,,,"Prohibits public and private gatherings over 50, except in essential venues. ",https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-07.aspx,20200803,Updated entry to new gathering system and added numeric variables
17,Illinois,GathRestrict,1,1,,20200321,,20200626,,,,"Gathering restriction of 10 or more. Eased on 20200626, permitting gatherings of no more than 50 https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-43.aspx",https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,20200803,Updated entry to new gathering system and added numeric variables
17,Illinois,NEBusinessClose,1,1,,20200321,20201018,20200501,,,,"Non-essential business closure, effective at 5 pm on 2020031. Easing began on 20200501. Extensions of eased restrictions continue to 20201018: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx",https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,20200926,Added DateExpiry of 20201018
17,Illinois,OtherBusinessClose,1,1,,20200321,20201018,20200626,,,,"Closure of other busineses. By 20200626, nearly all businesses have eased restrictions for re-opening (excluding indoor venues): https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-43.aspx EO 43 was extended by E0 48 on 20200724 to continued eased restrictions for Phase 4 reopening https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx On 20200918 EO 55 extends EO 43 to 20201018: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx",https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,20200925,Updated PolicyCodingNotes and DateExpiry to 20201018
17,Illinois,StayAtHome,1,1,,20200321,20200530,,20200529,,,"Stay at home mandated, effective at 5 pm on 20200320, originally expires 20200407, extended to 20200430 via EO 2020-18: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-18.aspx.  Ended 20200529 https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-38.aspx",https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,20200918,"Removed DateEased, added DateEnded of 20200529"
17,Illinois,PublicMask,1,1,3,20200501,20201018,,,,,"(quote) Any individual who is over age two and able to medically tolerate a face-covering (a mask or cloth face-covering) shall be required to cover their nose and mouth with a face-covering when in a public place and unable to maintain a six-foot social distance.  Face-coverings are required in public indoor spaces such as stores. (quote) Coded to Mandate3 for PublicMaskLevel as it requires mask use in all public settings where social distancing cannot be maintained, which implies indoor and outdoor settings. On 20200529, clarified that this mandate applies to outdoor settings, (quote) This requirement applies whether in an indoor space, such as a store, or in a public outdoor space where maintaining a six-foot social distance is not always possible. (quote): https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-38.aspx Policy was extended on 20200724 https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx. Extended to 20201018 on 20200918: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx",https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-32.aspx,20200925,Updated PolicyCodingNotes and DateExpiry to 20201018
17,Illinois,GathRestrict,1,1,,20200626,20201018,,,,,Prohibits gatherings of more than 50 under Phase 4. Extended on 20200724 by EO 48 https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx Extended to 20201018 on 20200918: https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-43.aspx,20200925,Updated PolicyCodingNotes and DateExpiry to 20201018
18,Indiana,EmergDec,1,1,,20200306,20201101,,,,,Public Health Emergency. Extended to 20200803: https://www.in.gov/gov/files/Executive%20Order%2020-34%20Extention%20of%20the%20Public%20Health%20Emergency.pdf Extended to 20201101 https://www.in.gov/gov/files/Executive%20Order%2020-44%20Seventh%20Renewal%20of%20Emergency%20Declaration.pdf,https://calendar.in.gov/site/gov/event/gov-holcomb-announces-first-coronavirus-case-declares-public-health-emergency/,20200924,Updated DateExpiry to 20201101 and PolicyCodingNotes
18,Indiana,GathRestrict,1,1,,20200312,,,,,,(quote) Non-essential gatherings must be limited to no more than 250 people (quote),https://calendar.in.gov/site/gov/event/gov-holcomb-announces-new-steps-to-protect-public-from-covid-19/,20200805,Updated PolicyCodingNotes
18,Indiana,BarRestrict,1,1,,20200316,20201018,20200612,,,,"Limited operations required (requires to have drive-thru, pick-up, delivery only): bars and taverns. Easing began on 20200612, permitting bars, taverns, breweries to re-open at 50 pct capacity: https://www.in.gov/gov/files/Executive%20Order%2020-32%20(Stage%204).pdf Extended to 20200801 https://www.in.gov/gov/files/Executive%20Order%2020-36%20(Continuation%20Stage%204.5).pdf Further eased on 20200926 and extended to 20201018 https://www.in.gov/gov/files/Executive%20Order%2020-43%20Stage%205%20The%20New%20Normal%20w%20Mask%20Mandate.pdf",https://www.in.gov/gov/files/ExecutiveOrder20-04FurtherOrdersforPublicHealthEmergency.pdf,20200930,Updated DateExpiry to 20201018 and removed DateEnded
18,Indiana,OtherBusinessClose,1,1,,20200316,,,,,,Limited operations required: nightclubs. ,https://www.in.gov/gov/files/ExecutiveOrder20-04FurtherOrdersforPublicHealthEmergency.pdf,20200324,
18,Indiana,RestaurantRestrict,1,1,,20200316,20201018,20200511,,,,"Limited operations required (requires to have drive-thru, pick-up, delivery only): restaurants. For counties that have moved to stage 2 by May 4, restaurants may open to limited in person dining as of May 11 https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen.pdf Extended to 20200718: https://www.in.gov/gov/files/Executive%20Order%2020-35%20Back%20on%20Track%20Indiana%20Stage%204_5.pdf Extended to 20200801 https://www.in.gov/gov/files/Executive%20Order%2020-36%20(Continuation%20Stage%204.5).pdf Further eased on 20200926 and extended to 20201018 https://www.in.gov/gov/files/Executive%20Order%2020-43%20Stage%205%20The%20New%20Normal%20w%20Mask%20Mandate.pdf",https://www.in.gov/gov/files/ExecutiveOrder20-04FurtherOrdersforPublicHealthEmergency.pdf,20200930,Updated DateExpiry to 20201018 and removed DateEnded
18,Indiana,SchoolClose,1,1,,20200319,,,20200701,,,To remain closed for in-person instruction through June 30 https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen.pdf. Ends in-person restrictions as of 20200701 https://www.in.gov/gov/files/Executive%20Order%2020-32%20(Stage%204).pdf,https://calendar.in.gov/site/gov/event/gov-holcomb-takes-more-actions-to-protect-hoosiers-during-public-emergency/,20200826,Updated DateEnded and PolicyNotes
18,Indiana,GathRestrict,1,1,,20200325,20200524,20200504,,,,Any gathering of ten (10) peple is hereby prohibited. Eased for most counties starting on 20200504 https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,20200803,Updated entry to new gathering system and added numeric variables
18,Indiana,NEBusinessClose,1,1,,20200325,20200926,20200504,20200926,,,"Non-essential business closure issued on 20200323, to be enacted 11:59 pm 20200324, originally expires 20200406, extended to 20200420. Extended to 20200718: https://www.in.gov/gov/files/Executive%20Order%2020-35%20Back%20on%20Track%20Indiana%20Stage%204_5.pdf Extended to 20200801 https://www.in.gov/gov/files/Executive%20Order%2020-36%20(Continuation%20Stage%204.5).pdf",https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,20200927,Added DateEnded 20200926
18,Indiana,StayAtHome,1,1,,20200325,20200524,20200504,20200518,,,"Issued 20200323, to be enacted at 20200324 at 11:59 pm: https://www.in.gov/gov/2384.htm, originally expires 20200406, extended to 20200420. On 20200420 extended to 20200501 (with unofficial announcement on 20200417):  https://www.in.gov/gov/files/Executive%20Order%2020-22%20Extension%20of%20Stay%20at%20Home.pdf Ended on 20200518 when all counties move to the next phase (i.e., a recommendation): https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf",https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,20200918,"Updated DateExpiry, added DateEnded of 20200518"
18,Indiana,GathRestrict,1,1,,20200518,20200614,20200522,,,,"Statewide gathering restriction of 25 or more instituted upon Cass county moving to Phase 2 on 20200518. Applied to subset of counties from 20200504 to 20200518. Eased on 20200522 when most counties moved to Phase 3, ended as of 20200601 when all counties have moved to a gathering restriction of 100 https://www.in.gov/gov/files/Executive%20Order%2020-28%20(Reopen%20Stage3).pdf",https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20200803,Updated entry to new gathering system and added numeric variables
18,Indiana,StayAtHome,0,1,,20200518,20200926,,20200926,,,"Statewide stay-at-home recommendation, strongly urging vulnerable populations to stay in their residence as much as possible. Extended to 20200718: https://www.in.gov/gov/files/Executive%20Order%2020-35%20Back%20on%20Track%20Indiana%20Stage%204_5.pdf Extended to 20200801 https://www.in.gov/gov/files/Executive%20Order%2020-36%20(Continuation%20Stage%204.5).pdf",https://www.in.gov/gov/files/Executive%20Order%2020-26%20Roadmap%20to%20Reopen%20Indiana.pdf,20200927,Added DateEnded 20200926
18,Indiana,PublicMask,0,1,0,20200522,20200801,,,,,"When outside of homes or residences, individuals are strongly encouraged to wear face coverings. Extended to 20200718: https://www.in.gov/gov/files/Executive%20Order%2020-35%20Back%20on%20Track%20Indiana%20Stage%204_5.pdf Extended to 20200801 https://www.in.gov/gov/files/Executive%20Order%2020-36%20(Continuation%20Stage%204.5).pdf",https://www.in.gov/gov/files/Executive%20Order%2020-28%20(Reopen%20Stage3).pdf,20200718,Updated DateExpiry to 20200801
18,Indiana,GathRestrict,1,1,,20200601,20200614,20200612,,,,Statewide restriction on 100 people or more start 20200601. Applies to subset of counties from 20200522 to 20200601. Eased to 250 people gathering starting 20200612 https://www.in.gov/gov/files/Executive%20Order%2020-32%20(Stage%204).pdf,https://www.in.gov/gov/files/Executive%20Order%2020-28%20(Reopen%20Stage3).pdf,20200803,Updated entry to new gathering system and added numeric variables
18,Indiana,GathRestrict,1,1,,20200612,20200926,,20200926,,,"For Stage 4 re-opening, allows up to 250 people to be in a single gathering or venue if proper physical distancing can be followed. Extended to 20200718: https://www.in.gov/gov/files/Executive%20Order%2020-35%20Back%20on%20Track%20Indiana%20Stage%204_5.pdf Eased on 20200723 for special and seasonal events subject to event plan https://www.in.gov/gov/files/Executive%20Order%2020-36%20(Continuation%20Stage%204.5).pdf Ended on 20200926: https://www.in.gov/gov/files/Executive%20Order%2020-43%20Stage%205%20The%20New%20Normal%20w%20Mask%20Mandate.pdf",https://www.in.gov/gov/files/Executive%20Order%2020-32%20(Stage%204).pdf,20200930,Added DateEnded 20200926
19,Iowa,EmergDec,1,1,,20200309,20201019,,,,,State of Disaster Emergency declared. Linked to a State of Public Health Emergency on 20200317. Extended to 20200726: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.06.25.pdf Extended to 20200824 https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.07.24%20%282%29.pdf Extended to 20201019: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Disaster%20Proclamation%20-%202020.09.18.pdf,https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.05.26%20%281%29.pdf,20200928,Updated DateExpiry to 20201019
19,Iowa,SchoolClose,0,1,,20200316,20200413,,20200403,,,"Governor recommends that all schools close for 4 weeks, which would equate to 20200413 from 20200316",https://governor.iowa.gov/press-release/gov-reynolds-recommends-iowa-schools-close-for-four-weeks-will-hold-a-press,20200517,
19,Iowa,BarRestrict,1,1,,20200317,20201019,20200528,,20200827,20200916,"Limited operations required (only take-out, delivery, drive through): bars. Eased on 20200528, permitting 50 pct capacity indoors and outdoors: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.05.26%20%281%29.pdf  Capacity restrictions ended on 20200612 : https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.06.25.pdf Closes bars in Black Hawk, Dallas, Johnson, Linn, Polk and Story Counties only. All bars, taverns, wineries, breweries, distilleries, night clubs, and other establishments that sell alcoholic beverages for consumption on their premises shall be closed to the general public except for carry-out, delivery or drive-through. On 20200916,  Black Hawk, Dallas, Linn, and Polk Counties are no longer under this policy, easing it overall.Extended to 20200824 https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.07.24%20%282%29.pdf Extended to 20201019 https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Disaster%20Proclamation%20-%202020.09.18.pdf",https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.17.pdf,20201007,"Updated PolicyNotes, removed DateEnded and added DateExpiry, DateReexpanded1, DateReeased1"
19,Iowa,GathRestrict,1,1,,20200317,20200601,20200515,,,,"Extended on 20200326 to 20200416, extended on 20200406 to 11:59 on 20200430, coded accordingly: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.04.06.pdf  Extended to 20200516 https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf  Eased on 20200516 to allow for religious/spiritual gatherings: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.05.13.pdf",https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.17.pdf,20200830,
19,Iowa,OtherBusinessClose,1,1,,20200317,20201019,20200501,,,,"Closure required: fitness centers, health clubs, gyms, aquatic centers, theaters, performance venues, casinos. Easing, allowing fitness centers and gyms to re-open if they follow protocols for most counties, began on 20200501 https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf  Capacity restrictions ended on 20200612: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.06.25.pdf Extended to 20200824 https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.07.24%20%282%29.pdf Extended to 20201019 https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Disaster%20Proclamation%20-%202020.09.18.pdf",https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.17.pdf,20201007,"Updated PolicyNotes, Removed DateEnded and added DateExpiry "
19,Iowa,RestaurantRestrict,1,1,,20200317,20201019,20200501,,20200827,20200916,"Limited operations required (only take-out, delivery, drive through): restaurants. Eased for most counties starting on 20200501https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf. Capacity restrictions ended on 20200612: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.06.25.pdf On 20200827, Restaurants in Black Hawk, Dallas, Johnson, Linn, Polk and Story Counties may only reopen or remain open if they comply with the following requirements. If the establishment serves alcohol they must also prepare and serve food, and the sale of alcohol must not be more than half of thee monthly revenue. Eased on 20200916. Extended to 20201019 https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Disaster%20Proclamation%20-%202020.09.18.pdf",https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.17.pdf,20201007,"Updated PolicyNotes, removed DateEnded and added DateExpiry, DateReexpanded1, DateReeased1"
19,Iowa,OtherBusinessClose,1,1,,20200322,20201019,20200508,,,,"Closure required: salons, medical spas, barbershops, tattoo establishments, tanning facilities, massage therapy establishments, and swimming pools. Closure continued through 20200516 with 20200427 order https://www.homelandsecurity.iowa.gov/documents/disasters/proclamations/2020/PROC_2020_44_COVID-19_April27.pdf Started easing this group of businesses on 20200508 https://governor.iowa.gov/sites/default/files/documents/Proclamation%20of%20Disaster%20Emergency%20-%202020.05.06.pdf  Capacity restrictions ended on 20200612: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.06.25.pdf Extended to 20200824 https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.07.24%20%282%29.pdf Extended to 20201019 https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Disaster%20Proclamation%20-%202020.09.18.pdf",https://governor.iowa.gov/press-release/gov-reynolds-signs-new-proclamation-continuing-state-public-health-emergency,20201007,"Updated PolicyNotes, Removed DateEnded and added DateExpiry"
